
mean_cpu,std_cpu,min_cpu,max_cpu,delta_cpu,cpu_trend,cpu_volatility,mean_memory,std_memory,memory_trend,mean_requests,request_spike_count,throughput_delta,cost_delta,unit_economics_ratio,incident_type
94,13,54,96,37,2.3,2.0,62,6,0.37,1660,3,118,50,0.55,BadDeploy
64,8,48,81,13,0.75,0.47,71,7,1.15,1402,2,86,25,0.53,MemoryLeak
59,8,48,76,11,0.96,0.4,70,8,1.2,1465,2,94,22,0.56,MemoryLeak
59,6,51,78,10,0.82,0.4,70,8,1.6,1520,2,88,19,0.55,MemoryLeak
87,13,53,96,34,2.74,1.79,58,5,0.38,1510,4,137,36,0.55,BadDeploy
83,17,52,96,33,3.03,1.63,58,5,0.34,1664,2,130,42,0.43,BadDeploy
59,6,49,85,11,0.73,0.44,68,7,1.04,1462,2,102,20,0.53,MemoryLeak
83,13,53,98,36,2.64,1.96,58,6,0.48,1594,2,114,33,0.54,BadDeploy
53,3,46,56,5,0.33,0.11,48,4,0.06,1239,0,40,7,1.49,Normal
91,18,58,98,39,2.29,1.84,60,5,0.49,1662,3,135,34,0.49,BadDeploy
89,14,56,100,39,2.21,2.27,60,4,0.31,1505,3,124,34,0.41,BadDeploy
89,16,54,100,33,2.25,1.77,62,5,0.42,1613,3,134,41,0.47,BadDeploy
86,18,60,96,31,2.26,1.57,59,6,0.4,1658,3,134,47,0.57,BadDeploy
93,18,56,96,34,2.17,1.5,63,5,0.47,1698,4,131,31,0.44,BadDeploy
87,18,58,99,34,2.22,1.8,59,5,0.37,1544,3,141,34,0.53,BadDeploy
60,7,50,82,11,0.95,0.33,75,7,1.37,1535,1,88,19,0.52,MemoryLeak
50,4,44,61,4,0.16,0.12,48,3,0.18,1192,0,58,7,1.4,Normal
52,4,44,68,6,0.15,0.19,47,3,0.07,1258,0,45,7,1.44,Normal
61,6,49,82,10,0.9,0.33,74,7,1.23,1443,1,103,23,0.69,MemoryLeak
53,3,45,66,6,0.2,0.13,46,3,0.06,1134,0,52,5,1.32,Normal
63,7,48,80,14,0.99,0.4,77,8,1.25,1443,2,93,21,0.6,MemoryLeak
53,4,44,56,3,0.31,0.13,51,3,0.06,1291,0,42,6,1.41,Normal
54,3,46,65,2,0.19,0.12,52,3,0.11,1277,0,52,6,1.37,Normal
74,10,50,87,19,1.49,0.97,57,5,0.45,2530,7,300,48,1.87,TrafficSpike
69,9,47,86,18,1.23,0.91,55,6,0.56,2698,5,299,38,1.79,TrafficSpike
84,14,59,100,33,2.94,1.5,57,4,0.41,1551,4,110,35,0.42,BadDeploy
50,4,46,59,3,0.11,0.11,50,4,0.13,1221,0,55,5,1.39,Normal
53,3,46,56,2,0.15,0.12,47,4,0.14,1148,0,42,5,1.34,Normal
89,14,58,100,37,2.36,1.77,60,4,0.33,1588,4,120,46,0.4,BadDeploy
62,6,48,75,10,0.8,0.48,68,8,1.45,1510,1,99,18,0.7,MemoryLeak
52,5,45,67,6,0.3,0.11,49,4,0.18,1215,0,55,6,1.4,Normal
73,11,48,88,21,1.27,1.01,57,5,0.58,2466,6,349,45,1.68,TrafficSpike
55,4,45,56,3,0.34,0.14,47,3,0.1,1211,0,44,5,1.34,Normal
53,4,44,60,4,0.16,0.15,47,3,0.17,1240,0,47,5,1.4,Normal
74,10,47,92,22,1.22,1.09,54,5,0.54,2611,6,308,41,1.71,TrafficSpike
71,10,52,85,19,1.45,0.9,56,6,0.52,2613,5,306,46,1.61,TrafficSpike
86,15,59,95,28,2.54,1.78,59,5,0.41,1580,4,135,38,0.51,BadDeploy
88,14,57,100,37,3.17,1.61,65,6,0.27,1563,3,141,45,0.58,BadDeploy
59,7,49,84,12,0.63,0.4,77,8,1.16,1515,2,91,22,0.64,MemoryLeak
83,16,55,96,38,2.0,1.72,65,5,0.37,1700,3,125,45,0.6,BadDeploy
61,8,52,76,12,0.89,0.45,71,8,1.48,1472,1,97,24,0.64,MemoryLeak
52,4,44,58,4,0.11,0.17,51,2,0.11,1298,0,54,7,1.41,Normal
73,9,49,92,19,1.28,0.98,56,4,0.52,2465,5,305,38,1.85,TrafficSpike
73,9,50,91,21,1.21,0.93,56,5,0.44,2613,5,326,43,1.73,TrafficSpike
54,3,46,67,3,0.25,0.19,47,2,0.07,1141,0,42,6,1.49,Normal
84,16,57,95,35,2.48,1.46,62,6,0.44,1677,2,140,32,0.56,BadDeploy
70,9,49,88,18,1.22,1.01,54,4,0.53,2657,5,351,38,1.52,TrafficSpike
60,6,52,80,12,0.76,0.43,74,6,1.31,1474,2,85,24,0.61,MemoryLeak
51,5,44,59,3,0.27,0.1,46,4,0.18,1230,0,52,5,1.33,Normal
55,5,46,60,4,0.27,0.15,47,2,0.16,1165,0,46,6,1.48,Normal
85,18,56,98,28,2.53,2.27,64,5,0.26,1528,2,129,33,0.55,BadDeploy
61,8,50,85,11,0.95,0.46,73,7,1.03,1458,2,91,18,0.56,MemoryLeak
60,7,49,82,15,0.76,0.37,74,8,1.45,1525,2,102,22,0.66,MemoryLeak
59,8,48,75,10,0.85,0.47,72,6,1.18,1497,1,88,18,0.57,MemoryLeak
53,5,45,57,4,0.23,0.1,45,2,0.1,1167,0,46,4,1.48,Normal
53,3,44,57,2,0.32,0.15,49,3,0.05,1244,0,42,5,1.34,Normal
94,13,52,98,34,3.0,1.77,56,6,0.47,1668,2,122,52,0.46,BadDeploy
71,10,45,89,18,1.29,0.93,54,6,0.41,2588,6,352,41,1.79,TrafficSpike
52,4,44,65,4,0.24,0.15,47,3,0.15,1195,0,50,6,1.38,Normal
93,16,57,97,30,2.98,2.08,63,6,0.36,1592,3,110,49,0.45,BadDeploy
52,4,46,63,5,0.33,0.19,47,2,0.1,1260,0,59,6,1.41,Normal
54,3,44,67,5,0.12,0.14,46,4,0.13,1233,0,58,4,1.35,Normal
55,3,46,67,4,0.25,0.13,50,4,0.19,1233,0,47,6,1.45,Normal
51,5,46,63,3,0.35,0.19,48,4,0.05,1229,0,55,5,1.48,Normal
61,7,50,78,14,0.86,0.49,71,6,1.01,1475,1,91,20,0.67,MemoryLeak
50,4,45,57,5,0.38,0.17,45,4,0.14,1187,0,51,5,1.36,Normal
68,11,52,85,20,1.33,0.81,59,5,0.57,2496,7,302,44,1.78,TrafficSpike
97,13,58,95,35,2.91,1.48,60,6,0.23,1562,4,145,33,0.49,BadDeploy
89,17,59,95,33,2.37,2.1,63,4,0.38,1524,2,113,48,0.57,BadDeploy
54,4,44,64,3,0.24,0.17,51,4,0.15,1112,0,58,4,1.44,Normal
70,10,49,87,17,1.32,0.9,54,6,0.43,2339,5,351,45,1.6,TrafficSpike
87,16,52,97,30,2.27,2.18,65,5,0.27,1613,4,112,33,0.43,BadDeploy
55,5,46,56,5,0.25,0.18,51,2,0.16,1277,0,60,4,1.38,Normal
52,4,46,67,5,0.12,0.11,50,3,0.11,1162,0,43,4,1.33,Normal
55,3,45,66,6,0.21,0.13,46,4,0.08,1205,0,57,4,1.35,Normal
52,3,46,67,5,0.1,0.11,45,2,0.13,1168,0,49,5,1.36,Normal
65,6,49,85,13,0.79,0.34,70,7,1.33,1538,1,89,20,0.67,MemoryLeak
50,4,46,57,6,0.15,0.16,51,4,0.1,1157,0,53,4,1.45,Normal
52,4,44,59,4,0.22,0.16,48,4,0.19,1222,0,60,5,1.35,Normal
65,6,51,84,10,0.77,0.41,79,6,1.46,1410,2,93,24,0.56,MemoryLeak
91,17,57,97,35,2.61,1.75,65,6,0.37,1674,4,143,51,0.56,BadDeploy
53,4,44,67,5,0.39,0.15,46,3,0.14,1169,0,59,5,1.36,Normal
89,17,55,97,32,2.23,1.7,62,5,0.28,1608,4,117,49,0.58,BadDeploy
55,4,44,66,4,0.31,0.16,48,3,0.14,1144,0,49,5,1.34,Normal
87,18,59,97,31,2.47,2.05,65,5,0.36,1537,3,143,32,0.45,BadDeploy
94,13,53,96,40,3.12,2.24,63,6,0.38,1570,4,141,43,0.44,BadDeploy
53,5,45,65,2,0.24,0.14,46,2,0.08,1192,0,41,4,1.36,Normal
60,6,51,78,10,0.96,0.41,68,6,1.2,1470,2,98,21,0.55,MemoryLeak
63,6,49,75,14,0.83,0.45,70,7,1.12,1404,1,87,22,0.66,MemoryLeak
50,3,45,59,3,0.24,0.12,47,2,0.09,1100,0,49,7,1.42,Normal
96,14,55,95,29,2.49,1.8,58,6,0.47,1657,3,106,47,0.55,BadDeploy
65,7,52,80,12,0.61,0.4,74,7,1.36,1495,1,87,24,0.53,MemoryLeak
88,14,57,97,34,2.33,2.04,59,5,0.38,1620,2,141,37,0.53,BadDeploy
53,5,44,62,6,0.2,0.14,52,3,0.16,1208,0,53,6,1.37,Normal
63,7,51,77,11,0.69,0.42,76,8,1.32,1450,1,97,23,0.51,MemoryLeak
59,8,49,76,14,0.88,0.31,69,8,1.56,1515,1,94,20,0.67,MemoryLeak
60,6,51,79,11,0.81,0.35,69,8,1.03,1445,2,102,25,0.69,MemoryLeak
51,3,44,65,2,0.12,0.11,47,4,0.07,1218,0,45,5,1.41,Normal
51,3,45,58,4,0.25,0.1,45,3,0.07,1112,0,44,5,1.35,Normal
90,16,55,98,30,2.85,2.04,58,6,0.38,1510,2,129,34,0.4,BadDeploy
75,11,51,91,21,1.39,0.99,58,5,0.56,2595,7,341,42,1.71,TrafficSpike
87,17,59,96,40,2.04,1.47,61,5,0.23,1605,3,129,39,0.47,BadDeploy
65,6,48,78,13,0.91,0.45,75,8,1.47,1435,2,97,21,0.53,MemoryLeak
65,7,51,81,13,0.89,0.37,71,7,1.08,1413,1,89,19,0.56,MemoryLeak
52,4,45,66,5,0.12,0.13,52,2,0.19,1222,0,51,6,1.34,Normal
70,9,46,87,22,1.48,0.88,54,6,0.44,2566,6,293,45,1.66,TrafficSpike
73,11,50,89,19,1.22,0.96,54,5,0.55,2521,7,294,48,1.81,TrafficSpike
69,9,51,90,22,1.49,1.02,59,5,0.43,2690,5,301,47,1.65,TrafficSpike
89,13,52,97,28,3.14,1.58,65,4,0.33,1538,3,140,48,0.45,BadDeploy
58,6,49,75,12,0.89,0.46,71,7,1.55,1442,2,88,19,0.63,MemoryLeak
93,16,56,99,36,2.66,2.21,61,6,0.4,1634,2,142,46,0.54,BadDeploy
61,6,51,82,12,0.73,0.4,75,8,1.59,1413,2,93,19,0.66,MemoryLeak
61,6,51,77,10,0.88,0.4,74,8,1.24,1545,2,94,19,0.55,MemoryLeak
69,10,45,91,20,1.53,0.85,57,4,0.47,2489,5,329,41,1.69,TrafficSpike
74,11,48,91,20,1.54,0.89,58,4,0.47,2606,6,338,39,1.54,TrafficSpike
55,3,44,64,5,0.25,0.11,47,2,0.05,1145,0,44,6,1.5,Normal
93,18,53,95,30,3.07,1.7,56,6,0.22,1510,4,105,36,0.56,BadDeploy
97,13,56,99,32,2.74,1.87,65,5,0.24,1618,4,121,35,0.53,BadDeploy
53,5,44,67,4,0.11,0.19,47,4,0.12,1215,0,56,6,1.36,Normal
95,14,56,100,33,2.25,1.82,58,4,0.22,1650,2,114,33,0.6,BadDeploy
51,5,44,60,4,0.31,0.16,52,3,0.11,1264,0,46,7,1.43,Normal
87,16,55,97,29,2.06,2.16,60,5,0.26,1627,3,130,52,0.57,BadDeploy
70,10,51,90,21,1.55,0.86,60,4,0.59,2512,5,352,43,1.56,TrafficSpike
51,5,46,63,4,0.37,0.17,51,2,0.17,1261,0,50,6,1.37,Normal
53,5,44,59,3,0.2,0.17,49,4,0.11,1235,0,53,4,1.39,Normal
65,6,50,80,10,0.76,0.43,80,6,1.28,1506,2,104,21,0.68,MemoryLeak
65,7,50,85,10,0.93,0.43,77,7,1.24,1401,1,86,21,0.69,MemoryLeak
71,10,45,91,17,1.58,1.04,56,6,0.56,2579,6,292,46,1.85,TrafficSpike
58,7,52,78,14,0.86,0.36,69,6,1.56,1499,2,90,21,0.5,MemoryLeak
69,10,48,92,17,1.24,1.08,59,5,0.43,2449,7,322,44,1.56,TrafficSpike
71,11,47,90,17,1.51,0.89,58,6,0.51,2335,5,309,39,1.84,TrafficSpike
